"time","close","high","low","open","volumefrom","volumeto","conversionType","conversionSymbol","ts","timeDate"
1612182300000,0.5901,0.605,0.5701,0.5706,1877.67,1120.13,"force_direct","",1612182300,"2021-02-01"
1612182600000,0.6033,0.605,0.5845,0.5901,30466.92,17940.6,"force_direct","",1612182600,"2021-02-01"
1612182900000,0.6035,0.6139,0.5971,0.6033,10235.88,6215.44,"force_direct","",1612182900,"2021-02-01"
1612183200000,0.6158,0.6158,0.6,0.6035,1994.93,1208.9,"force_direct","",1612183200,"2021-02-01"
1612183500000,0.6167,0.6371,0.6158,0.6158,22522.24,14255.47,"force_direct","",1612183500,"2021-02-01"
1612183800000,0.5927,0.6238,0.5911,0.6167,4104.72,2475.2,"force_direct","",1612183800,"2021-02-01"
1612184100000,0.5863,0.6,0.575,0.5927,1352.7,792.36,"force_direct","",1612184100,"2021-02-01"
1612184400000,0.5936,0.6039,0.5863,0.5863,2121.91,1267.09,"force_direct","",1612184400,"2021-02-01"
1612184700000,0.609,0.6123,0.5901,0.5936,16635.25,10066.86,"force_direct","",1612184700,"2021-02-01"
1612185000000,0.6033,0.6126,0.584,0.609,3616.77,2139.06,"force_direct","",1612185000,"2021-02-01"
1612185300000,0.6079,0.6156,0.5752,0.6033,7668.25,4576.03,"force_direct","",1612185300,"2021-02-01"
1612185600000,0.5535,0.6085,0.492,0.6079,53320.22,28236.82,"force_direct","",1612185600,"2021-02-01"
1612185900000,0.5312,0.5968,0.5312,0.5535,8231.48,4687.77,"force_direct","",1612185900,"2021-02-01"
1612186200000,0.4444,0.6085,0.4201,0.5312,59849.67,29753.23,"force_direct","",1612186200,"2021-02-01"
1612186500000,0.4602,0.5385,0.4407,0.4444,3907.16,1862.88,"force_direct","",1612186500,"2021-02-01"
1612186800000,0.44,0.5392,0.44,0.4602,13271.32,5866.51,"force_direct","",1612186800,"2021-02-01"
1612187100000,0.4899,0.4899,0.3905,0.44,21677.4,8999.57,"force_direct","",1612187100,"2021-02-01"
1612187400000,0.41,0.4899,0.3907,0.4899,8831.96,3891.04,"force_direct","",1612187400,"2021-02-01"
1612187700000,0.4001,0.4633,0.3909,0.41,6713.51,2698.43,"force_direct","",1612187700,"2021-02-01"
1612188000000,0.44,0.44,0.3905,0.4001,8222.2,3314.33,"force_direct","",1612188000,"2021-02-01"
1612188300000,0.4,0.4633,0.39,0.44,13604.02,5605.81,"force_direct","",1612188300,"2021-02-01"
1612188600000,0.39,0.45,0.39,0.4,28828.53,11928.53,"force_direct","",1612188600,"2021-02-01"
1612188900000,0.4212,0.4449,0.39,0.39,11337.27,4566.78,"force_direct","",1612188900,"2021-02-01"
1612189200000,0.44,0.44,0.4212,0.4212,8941.68,3883.82,"force_direct","",1612189200,"2021-02-01"
1612189500000,0.4417,0.4417,0.42,0.44,3291.26,1430.14,"force_direct","",1612189500,"2021-02-01"
1612189800000,0.4388,0.4417,0.4321,0.4417,9600.8,4213.87,"force_direct","",1612189800,"2021-02-01"
1612190100000,0.445,0.45,0.435,0.4388,11187.18,4968.58,"force_direct","",1612190100,"2021-02-01"
1612190400000,0.439,0.4451,0.4277,0.445,2981.13,1299.73,"force_direct","",1612190400,"2021-02-01"
1612190700000,0.4378,0.4437,0.4201,0.439,8947.34,3872.63,"force_direct","",1612190700,"2021-02-01"
1612191000000,0.4386,0.4425,0.4201,0.4378,7764.76,3376.27,"force_direct","",1612191000,"2021-02-01"
1612191300000,0.4362,0.4406,0.4101,0.4386,14842.66,6170.5,"force_direct","",1612191300,"2021-02-01"
1612191600000,0.4399,0.4399,0.4151,0.4362,5326.7,2310.33,"force_direct","",1612191600,"2021-02-01"
1612191900000,0.4173,0.4407,0.4155,0.4399,14443.18,6297.35,"force_direct","",1612191900,"2021-02-01"
1612192200000,0.4164,0.4384,0.4105,0.4173,11215.77,4730.5,"force_direct","",1612192200,"2021-02-01"
1612192500000,0.405,0.4312,0.405,0.4164,26536.19,10832.26,,,1612192500,"2021-02-01"
1612192800000,0.405,0.429,0.4,0.405,9842.07,3991.13,,,1612192800,"2021-02-01"
1612193100000,0.39,0.412,0.39,0.405,4320.31,1716.22,,,1612193100,"2021-02-01"
1612193400000,0.4,0.4131,0.39,0.39,8503.91,3378.89,,,1612193400,"2021-02-01"
1612193700000,0.4001,0.4186,0.4,0.4,3045.12,1270.32,,,1612193700,"2021-02-01"
1612194000000,0.4001,0.4001,0.3904,0.4001,245.42,97.9,,,1612194000,"2021-02-01"
